DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2025
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Total"
"420910 JOINVILLE";1;7;6;17;10;17;16;19;28;33;58;58;51;88;73;60;77;80;57;59;43;45;25;23;12;12;4;7;6;3;2;-;-;997
"420930 LAGES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"420945 LAJEADO GRANDE";-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"420950 LAURENTINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"420985 LINDOIA DO SUL";-;-;-;-;-;-;-;1;1;-;2;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"420990 LONTRAS";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421003 LUZERNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"421010 MAFRA";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421020 MAJOR GERCINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"421050 MARAVILHA";-;-;1;-;-;-;-;-;1;-;5;2;2;2;5;4;1;5;4;6;5;4;1;2;1;-;-;-;-;-;1;-;-;52
"421060 MASSARANDUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"421090 MODELO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"421100 MONDAI";-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421105 MONTE CARLO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421130 NAVEGANTES";1;-;-;1;1;-;-;-;2;1;-;-;-;1;1;1;-;1;3;-;-;-;1;1;-;-;1;-;-;-;-;-;-;16
"421150 NOVA TRENTO";-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421165 NOVO HORIZONTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421180 OURO";-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"421187 PAIAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"421190 PALHOCA";7;6;4;5;4;3;3;4;5;11;14;10;13;41;47;25;44;26;32;32;36;21;6;11;8;6;4;2;4;3;4;-;-;441
"421200 PALMA SOLA";-;-;-;-;-;-;-;-;2;2;2;4;6;3;3;4;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"421210 PALMITOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"421220 PAPANDUVA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421223 PARAISO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421225 PASSO DE TORRES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421227 PASSOS MAIA";-;-;1;-;-;-;-;-;-;-;-;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"421250 PENHA";-;-;1;-;-;-;3;3;-;-;1;6;3;4;2;3;3;6;6;9;9;6;-;2;-;-;-;-;-;-;-;-;-;67
"421270 PETROLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421280 BALNEARIO PICARRAS";1;1;-;-;1;-;-;2;2;1;4;1;6;8;15;11;24;14;8;15;9;3;5;2;1;-;1;-;-;-;-;-;-;135
"421290 PINHALZINHO";-;-;-;-;-;-;1;-;-;1;1;3;8;17;10;6;10;22;11;4;8;1;3;3;1;-;1;-;-;-;-;-;-;111
"421310 PIRATUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421315 PLANALTO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;2;6;2;1;1;-;-;-;-;-;-;-;-;-;17
"421320 POMERODE";-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421350 PORTO BELO";-;-;-;-;-;-;1;-;-;1;-;-;1;-;2;3;2;-;3;-;1;2;2;7;-;1;-;2;-;-;1;-;-;29
"421360 PORTO UNIAO";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"421370 POUSO REDONDO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421400 PRESIDENTE GETULIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421420 QUILOMBO";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;9
"421460 RIO DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421470 RIO DOS CEDROS";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421480 RIO DO SUL";-;-;-;-;-;-;-;-;1;-;-;1;-;2;1;2;4;3;2;4;2;-;-;-;-;-;-;-;-;-;-;-;-;22
"421510 RODEIO";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421520 ROMELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
"421555 SANTA HELENA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"421570 SANTO AMARO DA IMPERATRIZ";-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"421580 SAO BENTO DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421600 SAO CARLOS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421610 SAO DOMINGOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421620 SAO FRANCISCO DO SUL";1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;5
"421630 SAO JOAO BATISTA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2;-;-;-;6
"421660 SAO JOSE";6;10;12;15;12;14;12;12;13;30;23;23;26;37;27;36;33;30;24;40;41;26;16;21;12;9;7;6;8;7;7;3;-;598
"421670 SAO JOSE DO CEDRO";-;-;-;-;-;-;-;1;-;1;3;9;13;12;15;12;10;14;8;6;5;1;1;-;2;-;-;-;-;-;-;-;-;113
"421690 SAO LOURENCO DO OESTE";1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"421700 SAO LUDGERO";1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"421710 SAO MARTINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421720 SAO MIGUEL DO OESTE";-;-;2;1;3;10;5;19;21;37;67;61;60;103;66;39;30;28;20;18;12;7;2;1;-;-;-;-;-;-;-;-;-;612
"421730 SAUDADES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421740 SCHROEDER";1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;4;1;5;1;3;3;3;-;-;-;-;-;-;-;-;-;25
"421750 SEARA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"421770 SOMBRIO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"421775 SUL BRASIL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"421800 TIJUCAS";1;-;1;2;3;1;-;2;1;3;5;3;6;15;13;10;15;20;22;22;26;18;5;7;5;7;4;2;1;2;-;-;-;222
"421820 TIMBO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;7
"421830 TRES BARRAS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421870 TUBARAO";-;-;-;-;-;-;2;-;-;-;-;-;3;2;1;1;-;-;-;1;-;1;1;-;-;2;-;-;-;-;-;-;-;14
"421880 TURVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"421930 VIDEIRA";-;-;-;-;1;-;3;3;2;11;12;27;44;41;42;36;25;17;9;6;7;3;1;-;-;-;-;-;-;-;-;-;-;290
"421950 XANXERE";-;-;-;-;-;-;1;3;2;1;8;6;3;6;7;7;5;3;2;-;-;1;2;-;-;-;-;-;-;-;-;-;-;57
"421970 XAXIM";-;-;-;-;-;-;-;-;-;-;1;-;4;2;-;1;1;1;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;15
"430010 AGUDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;5;3;-;-;1;-;-;1;1;-;-;-;-;16
"430030 ALECRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430040 ALEGRETE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;4
"430050 ALPESTRE";-;-;-;-;-;-;-;-;1;-;5;4;10;7;10;13;8;10;3;10;1;1;-;1;-;-;-;-;-;-;-;-;-;84
"430060 ALVORADA";-;1;1;2;3;2;4;9;18;25;49;78;176;323;385;401;544;515;390;390;312;176;99;50;20;8;6;3;4;-;1;-;-;3995
"430064 AMETISTA DO SUL";-;-;-;-;1;-;-;2;6;-;4;3;1;11;12;5;5;6;2;3;2;4;3;-;-;-;-;-;-;-;-;-;-;70
"430070 ANTA GORDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430085 ARAMBARE";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430087 ARARICA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"430090 ARATIBA";-;-;-;-;-;-;-;-;3;7;21;13;14;11;8;5;2;4;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;91
"430100 ARROIO DO MEIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430105 ARROIO DO SAL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430110 ARROIO DOS RATOS";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;8
"430120 ARROIO DO TIGRE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;4
"430140 ARVOREZINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430150 AUGUSTO PESTANA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430155 AUREA";-;-;-;-;-;-;-;-;-;-;-;-;2;-;5;-;-;-;-;4;4;1;-;-;-;-;-;-;-;-;-;-;-;16
"430160 BAGE";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"430163 BALNEARIO PINHAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;4
"430190 BARRA DO RIBEIRO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;4;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;9
"430210 BENTO GONCALVES";-;-;-;1;1;1;-;2;-;2;2;2;2;5;4;5;4;5;3;3;1;3;-;3;-;1;1;-;-;-;-;-;-;51
"430220 BOA VISTA DO BURICA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430235 BOM PRINCIPIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"430240 BOM RETIRO DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430258 BOZANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;3
"430260 BRAGA";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430270 BUTIA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430280 CACAPAVA DO SUL";-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430300 CACHOEIRA DO SUL";2;1;1;1;-;1;17;16;18;18;29;55;76;224;264;322;408;296;286;279;278;108;54;33;19;7;4;3;2;6;1;2;-;2831
"430310 CACHOEIRINHA";-;-;-;-;1;1;-;-;2;4;8;9;17;35;34;47;61;46;49;65;62;43;19;13;9;4;-;-;-;-;-;-;-;529
"430320 CACIQUE DOBLE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"430340 CAICARA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430360 CAMBARA DO SUL";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430380 CAMPINAS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;8
"430390 CAMPO BOM";-;-;-;-;-;-;-;1;1;-;-;1;3;6;11;18;13;11;10;14;15;8;5;3;-;1;1;1;-;-;-;-;-;123
"430420 CANDELARIA";-;-;1;-;-;-;-;-;-;-;-;2;7;21;19;27;29;19;37;46;54;17;6;2;-;-;-;-;-;-;-;-;-;287
"430430 CANDIDO GODOI";-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430435 CANDIOTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"430440 CANELA";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"430460 CANOAS";2;1;3;1;1;-;3;3;4;6;7;8;22;27;27;51;41;53;50;67;60;40;22;16;2;1;-;2;-;-;2;-;-;522
"430461 CANUDOS DO VALE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430463 CAPAO DA CANOA";-;-;1;1;-;1;1;-;-;-;1;1;2;13;17;8;13;25;21;25;30;16;14;9;-;-;1;-;-;-;-;1;-;201
"430466 CAPAO DO LEAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430468 CAPELA DE SANTANA";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430469 CAPITAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"430470 CARAZINHO";-;-;-;-;-;-;-;-;-;1;2;6;7;13;6;7;10;1;4;3;2;-;-;-;-;-;-;-;-;-;-;-;-;62
"430471 CARAA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430480 CARLOS BARBOSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430485 CARLOS GOMES";-;-;-;-;-;-;-;-;-;-;-;1;-;5;7;7;4;3;-;1;5;1;4;-;-;-;-;-;-;-;-;-;-;38
"430500 CATUIPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430510 CAXIAS DO SUL";2;-;-;1;-;-;-;2;3;4;8;5;4;5;5;6;3;6;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;58
"430511 CENTENARIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430513 CERRO BRANCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430520 CERRO LARGO";-;-;1;1;1;2;-;1;1;1;-;-;-;1;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;13
"430530 CHAPADA";-;-;-;-;-;-;-;-;-;-;-;3;4;8;10;6;1;2;4;2;2;-;1;-;-;-;-;-;-;-;-;-;-;43
"430535 CHARQUEADAS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;2;1;1;2;-;-;1;-;-;-;-;-;-;-;-;11
"430537 CHARRUA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430540 CHIAPETTA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430545 CIDREIRA";-;-;-;-;-;-;-;-;2;-;1;-;1;4;2;7;-;-;-;2;4;-;1;-;1;-;-;-;-;-;-;-;-;25
"430558 COLINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
"430570 CONDOR";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430580 CONSTANTINA";3;2;2;1;-;1;-;-;1;-;-;-;-;1;2;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;17
"430590 CORONEL BICACO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430595 COTIPORA";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430597 COXILHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430610 CRUZ ALTA";-;1;-;-;2;-;1;-;-;-;-;1;3;2;3;11;6;4;3;3;1;2;-;-;-;-;-;-;-;-;-;-;-;43
"430620 CRUZEIRO DO SUL";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"430640 DOIS IRMAOS";-;-;-;-;-;1;-;-;-;2;1;-;-;1;1;-;3;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"430645 DOIS LAJEADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430660 DOM PEDRITO";-;1;-;-;1;-;-;-;-;2;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430673 DOUTOR MAURICIO CARDOSO";-;-;-;-;1;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430676 ELDORADO DO SUL";-;-;-;-;-;-;-;-;-;-;3;-;-;5;-;-;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"430680 ENCANTADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430690 ENCRUZILHADA DO SUL";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430692 ENGENHO VELHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"430693 ENTRE-IJUIS";-;-;-;-;-;1;-;1;1;-;-;-;-;1;3;2;-;-;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;13
"430695 ENTRE RIOS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"430700 ERECHIM";-;-;-;-;-;-;-;-;-;-;5;7;23;31;18;24;30;9;9;8;2;2;1;1;1;1;-;-;-;-;-;-;-;172
"430705 ERNESTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430730 ERVAL SECO";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430745 ESPERANCA DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430750 ESPUMOSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"430760 ESTANCIA VELHA";-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;3;4;4;10;5;4;2;-;1;1;-;-;-;-;-;-;-;-;39
"430770 ESTEIO";-;-;-;-;-;-;-;-;-;-;1;4;-;6;6;9;9;16;4;17;14;17;7;5;2;3;1;-;-;-;-;-;-;121
"430780 ESTRELA";-;-;-;-;-;-;-;1;1;2;5;9;16;29;26;20;23;21;14;9;10;-;1;2;-;2;-;-;-;-;-;-;-;191
"430790 FARROUPILHA";-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"430800 FAXINAL DO SOTURNO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430807 FAZENDA VILANOVA";-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430843 FORQUETINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430845 FORTALEZA DOS VALOS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430850 FREDERICO WESTPHALEN";-;-;-;-;-;-;1;-;-;-;-;3;3;-;1;-;1;1;1;2;2;1;-;-;-;-;-;-;-;-;-;-;-;16
"430860 GARIBALDI";1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430880 GENERAL CAMARA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430890 GETULIO VARGAS";-;-;-;-;-;-;-;-;2;6;6;8;7;8;14;11;5;-;1;3;-;-;-;-;-;2;-;-;-;-;-;-;-;73
"430900 GIRUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;1;2;1;1;1;-;-;-;-;-;-;1;-;-;-;1;15
"430905 GLORINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430910 GRAMADO";1;1;2;2;1;-;1;-;-;1;2;1;2;-;3;1;5;1;2;3;3;1;-;1;1;-;1;-;-;-;-;-;-;36
"430920 GRAVATAI";-;1;2;1;2;-;1;2;5;3;9;9;25;48;57;78;106;114;90;144;136;68;26;20;8;2;1;-;-;-;-;1;1;960
