DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2025
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Total"
"350420 AURIFLAMA";38;46;41;70;65;46;37;43;23;12;15;17;15;5;2;-;1;2;-;1;479
"350430 AVAI";1;-;-;-;3;4;-;1;1;-;2;-;-;1;-;-;-;1;-;-;14
"350440 AVANHANDAVA";1;-;7;6;13;12;15;33;17;43;32;37;19;26;11;4;9;3;-;-;288
"350450 AVARE";7;6;10;11;13;18;19;32;58;87;157;238;237;241;192;113;77;9;17;-;1542
"350460 BADY BASSITT";96;120;101;91;89;113;67;35;29;25;32;23;15;10;8;6;5;6;2;1;874
"350470 BALBINOS";-;-;-;-;-;-;-;1;-;3;2;1;2;3;4;9;4;6;8;1;44
"350480 BALSAMO";16;31;36;16;52;40;30;48;50;53;59;42;37;36;37;18;27;16;15;4;663
"350490 BANANAL";-;-;-;-;-;2;2;18;16;8;-;7;4;5;7;5;1;12;11;5;103
"350500 BARAO DE ANTONINA";-;-;1;-;1;-;-;1;3;10;22;14;32;20;2;1;-;-;-;1;108
"350510 BARBOSA";21;13;20;16;20;15;5;3;3;2;-;5;-;1;1;1;1;2;-;-;129
"350520 BARIRI";-;-;-;-;-;-;1;-;3;6;1;-;-;1;2;2;9;10;4;-;39
"350530 BARRA BONITA";1;2;-;2;8;2;3;9;3;10;17;18;20;14;16;6;7;11;15;-;164
"350540 BARRA DO TURVO";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"350550 BARRETOS";24;32;49;79;98;135;199;188;176;228;247;289;248;227;254;197;267;207;203;66;3413
"350560 BARRINHA";-;-;2;1;1;1;1;1;4;5;5;4;2;1;1;3;12;4;-;1;49
"350570 BARUERI";4;10;8;8;7;21;15;31;61;89;107;89;76;82;30;21;29;14;2;2;706
"350580 BASTOS";1;5;1;5;5;9;7;10;4;9;3;5;5;4;-;3;7;1;-;-;84
"350590 BATATAIS";10;6;1;1;9;8;13;3;4;4;15;29;8;6;10;1;4;-;1;-;133
"350600 BAURU";51;55;70;199;330;345;462;585;737;831;1106;980;995;989;884;828;924;490;18;9;10888
"350610 BEBEDOURO";12;9;7;6;5;5;3;9;3;9;5;5;6;5;4;1;4;4;4;-;106
"350620 BENTO DE ABREU";5;8;26;35;41;39;43;13;14;13;13;7;6;8;3;-;-;1;-;-;275
"350630 BERNARDINO DE CAMPOS";1;-;7;4;12;13;11;20;24;37;42;55;51;53;44;17;6;-;-;-;397
"350635 BERTIOGA";1;1;2;1;1;5;-;2;-;1;7;1;2;5;6;-;2;1;2;-;40
"350640 BILAC";51;76;81;55;34;20;15;-;1;-;1;-;2;3;3;1;1;1;2;-;347
"350650 BIRIGUI";142;259;311;432;378;519;564;657;597;455;473;513;443;368;426;279;284;293;225;90;7708
"350660 BIRITIBA-MIRIM";-;1;1;5;2;1;3;5;6;8;15;3;9;16;25;25;29;14;6;1;175
"350670 BOA ESPERANCA DO SUL";-;-;-;-;-;1;1;-;2;-;19;48;48;3;7;18;20;4;32;20;223
"350680 BOCAINA";-;3;2;-;-;1;-;1;1;2;3;3;4;3;4;8;5;9;10;-;59
"350690 BOFETE";-;-;-;-;1;4;7;7;5;9;5;17;11;3;1;11;35;39;30;-;185
"350700 BOITUVA";9;5;3;8;13;19;26;34;54;100;93;103;96;76;114;102;87;85;89;38;1154
"350710 BOM JESUS DOS PERDOES";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;3
"350730 BORACEIA";2;1;-;-;-;1;1;-;2;1;3;1;2;1;1;5;2;-;1;1;25
"350740 BORBOREMA";5;11;9;15;20;26;31;39;46;56;52;56;52;45;38;38;21;23;7;2;592
"350745 BOREBI";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"350750 BOTUCATU";13;11;16;24;13;22;30;34;39;58;87;96;128;115;90;108;109;75;61;34;1163
"350760 BRAGANCA PAULISTA";6;3;8;5;12;20;21;8;9;10;7;7;10;12;27;14;22;9;2;-;212
"350770 BRAUNA";-;1;3;2;4;-;-;1;3;-;2;3;2;2;3;2;3;3;1;-;35
"350775 BREJO ALEGRE";1;2;8;5;3;8;5;7;10;15;4;10;3;2;-;3;2;-;-;-;88
"350780 BRODOWSKI";1;-;-;-;1;-;-;1;2;1;2;1;3;1;3;1;-;-;-;-;17
"350790 BROTAS";4;5;1;2;16;6;4;10;16;21;19;57;14;17;12;16;22;17;16;2;277
"350800 BURI";2;4;2;-;4;5;5;18;13;21;20;21;27;15;9;11;6;2;-;-;185
"350810 BURITAMA";32;48;73;98;93;82;112;103;116;73;65;53;38;26;33;21;22;27;19;6;1140
"350820 BURITIZAL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"350830 CABRALIA PAULISTA";-;-;7;1;3;3;11;11;6;21;32;36;33;20;13;9;9;14;3;1;233
"350840 CABREUVA";1;-;2;4;6;13;15;28;62;127;116;161;149;116;99;73;39;10;6;-;1027
"350850 CACAPAVA";1;1;1;2;7;25;5;3;1;4;4;13;69;78;108;104;115;119;133;58;851
"350860 CACHOEIRA PAULISTA";3;-;1;1;-;-;-;1;1;-;-;-;2;1;6;7;9;7;4;-;43
"350870 CACONDE";-;-;-;-;-;1;3;-;1;1;6;18;15;16;15;1;-;-;-;-;77
"350880 CAFELANDIA";1;2;5;7;7;6;6;1;2;1;3;4;7;6;-;2;1;1;1;1;64
"350890 CAIABU";-;-;-;-;-;-;-;-;1;3;5;4;2;6;8;1;-;5;1;1;37
"350900 CAIEIRAS";1;1;1;1;-;6;27;32;16;22;15;23;6;10;7;9;28;10;5;1;221
"350910 CAIUA";-;1;-;-;2;2;2;1;-;2;-;-;2;-;3;-;1;-;-;-;16
"350920 CAJAMAR";-;1;2;-;-;3;-;-;2;5;3;1;5;11;3;1;1;-;-;-;38
"350925 CAJATI";-;-;-;-;1;-;-;1;10;17;42;62;33;40;20;27;28;36;32;8;357
"350930 CAJOBI";7;1;3;3;5;4;9;7;13;13;23;18;15;19;28;24;23;33;18;4;270
"350940 CAJURU";1;-;-;-;1;1;1;3;3;1;3;2;1;4;2;1;-;-;-;-;24
"350945 CAMPINA DO MONTE ALEGRE";-;-;-;-;3;-;-;1;2;-;3;8;1;2;5;-;-;-;1;-;26
"350950 CAMPINAS";232;330;339;547;644;755;1063;1329;1587;1959;2636;3009;2904;3019;2983;2201;2160;1696;1349;363;31105
"350960 CAMPO LIMPO PAULISTA";-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"350970 CAMPOS DO JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350980 CAMPOS NOVOS PAULISTA";1;2;-;1;1;3;2;1;3;3;-;-;1;-;1;1;1;1;-;-;22
"350990 CANANEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;3;-;9
"350995 CANAS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
"351000 CANDIDO MOTA";30;79;108;159;209;239;324;323;352;423;366;316;222;122;77;42;25;19;28;4;3467
"351010 CANDIDO RODRIGUES";2;1;3;7;-;3;4;3;8;5;6;4;11;7;2;3;1;3;-;-;73
"351015 CANITAR";-;-;1;3;3;2;4;6;18;34;36;19;18;16;6;2;9;2;7;1;187
"351020 CAPAO BONITO";-;-;1;1;2;2;1;3;1;6;5;-;1;-;1;5;1;1;1;-;32
"351030 CAPELA DO ALTO";-;-;-;1;-;-;-;2;-;1;5;1;-;2;-;-;-;-;-;-;12
"351040 CAPIVARI";4;5;3;5;3;5;12;10;5;12;17;17;11;11;7;3;7;3;-;-;140
"351050 CARAGUATATUBA";13;4;3;5;3;6;26;9;5;9;30;45;8;13;68;58;47;14;1;-;367
"351060 CARAPICUIBA";3;2;2;2;6;4;12;12;33;42;80;66;56;57;39;26;15;10;4;3;474
"351070 CARDOSO";53;37;41;45;37;42;35;23;14;5;1;-;-;-;-;1;-;-;-;-;334
"351080 CASA BRANCA";7;3;3;7;7;4;7;6;4;15;9;14;11;6;8;13;14;18;9;1;166
"351090 CASSIA DOS COQUEIROS";-;-;-;-;-;2;8;25;12;8;7;7;9;2;8;-;4;1;-;-;93
"351100 CASTILHO";3;3;5;6;6;4;4;6;5;3;1;4;2;2;4;6;-;1;-;-;65
"351110 CATANDUVA";151;174;243;293;363;370;385;434;404;459;451;388;341;233;117;50;27;20;11;-;4914
"351120 CATIGUA";-;-;-;2;-;1;4;-;3;1;2;1;-;-;-;2;2;1;-;-;19
"351130 CEDRAL";59;66;84;77;77;63;84;60;53;36;32;26;25;21;17;6;1;3;1;-;791
"351140 CERQUEIRA CESAR";-;-;-;-;1;-;6;6;9;7;13;31;36;25;7;2;1;-;-;-;144
"351150 CERQUILHO";1;1;2;2;4;4;10;11;27;28;55;80;76;77;82;91;109;93;48;7;808
"351160 CESARIO LANGE";-;1;1;-;-;2;6;11;9;20;5;4;1;-;-;3;1;1;1;-;66
"351170 CHARQUEADA";-;1;2;1;1;4;1;-;1;-;1;-;-;-;3;1;-;-;-;-;16
"351190 CLEMENTINA";17;16;19;25;35;26;33;19;20;23;18;39;12;14;7;2;4;1;-;-;330
"351200 COLINA";4;4;8;8;7;12;14;21;19;17;10;6;2;4;3;2;-;2;-;-;143
"351210 COLOMBIA";-;-;1;1;1;2;5;1;2;4;3;1;3;2;2;1;1;-;1;-;31
"351220 CONCHAL";1;1;6;5;8;19;16;22;25;49;64;52;67;43;60;47;36;30;20;17;588
"351230 CONCHAS";82;134;118;156;244;203;289;365;271;182;119;87;65;41;23;6;8;5;2;1;2401
"351240 CORDEIROPOLIS";5;7;14;26;24;6;8;6;15;16;9;15;13;11;6;3;1;-;-;-;185
"351250 COROADOS";24;55;70;79;55;22;16;8;14;7;2;5;-;2;2;-;2;3;1;-;367
"351260 CORONEL MACEDO";-;1;-;-;1;1;1;1;2;-;-;3;1;2;1;-;-;-;-;-;14
"351270 CORUMBATAI";-;-;-;-;2;-;2;1;-;-;1;5;2;2;1;4;4;3;1;-;28
"351280 COSMOPOLIS";7;8;10;8;15;9;15;19;48;44;51;69;51;53;56;28;39;42;25;2;599
"351290 COSMORAMA";8;16;22;10;21;18;11;19;8;4;13;6;4;7;7;6;3;1;2;-;186
"351300 COTIA";3;2;5;5;4;1;5;27;18;48;88;72;55;56;66;52;36;28;22;3;596
"351310 CRAVINHOS";3;-;-;-;3;2;1;5;-;13;11;8;8;12;8;10;4;2;-;-;90
"351320 CRISTAIS PAULISTA";-;-;1;-;-;-;2;-;1;-;-;2;2;1;2;1;-;1;-;-;13
"351330 CRUZALIA";-;-;-;-;-;1;3;8;5;11;11;3;5;2;1;6;3;-;-;-;59
"351340 CRUZEIRO";-;-;1;-;-;-;-;-;-;2;-;-;1;-;1;1;-;1;-;-;7
"351350 CUBATAO";-;1;1;-;1;-;-;-;1;-;2;-;-;4;2;1;1;1;-;-;15
"351360 CUNHA";1;1;-;2;-;-;1;1;1;-;-;-;-;-;-;1;-;2;-;-;10
"351370 DESCALVADO";2;2;4;3;5;140;87;296;86;247;206;81;41;74;33;4;5;-;2;1;1319
"351380 DIADEMA";13;25;25;38;35;68;79;109;144;159;204;298;243;334;340;290;243;115;70;18;2850
"351385 DIRCE REIS";4;12;6;5;3;2;1;2;1;3;3;-;1;1;-;-;-;-;-;-;44
"351400 DOBRADA";4;2;1;5;6;7;2;2;7;1;2;1;3;-;-;1;-;-;-;-;44
"351410 DOIS CORREGOS";-;-;-;-;-;-;-;1;1;1;1;1;-;-;2;2;2;2;3;-;16
"351420 DOLCINOPOLIS";1;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"351430 DOURADO";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;1;1;7
"351440 DRACENA";2;6;1;9;8;7;13;12;20;12;17;19;18;17;24;13;18;13;14;2;245
"351450 DUARTINA";1;-;-;-;2;4;3;7;8;15;14;15;19;16;11;25;22;11;15;1;189
"351460 DUMONT";6;2;10;7;12;10;9;19;7;13;21;17;4;14;6;12;20;17;25;6;237
"351470 ECHAPORA";2;5;2;10;16;8;10;28;34;37;50;26;35;24;13;2;8;2;2;-;314
"351480 ELDORADO";-;-;-;1;-;-;-;-;1;1;-;1;-;9;4;7;6;3;1;2;36
"351490 ELIAS FAUSTO";41;57;49;55;50;35;62;53;25;39;29;24;21;24;15;19;9;11;4;-;622
"351492 ELISIARIO";2;-;1;-;-;1;2;5;-;2;1;1;2;-;1;-;-;-;-;-;18
"351495 EMBAUBA";-;4;3;2;1;2;4;1;3;8;11;2;6;10;11;17;17;15;13;13;143
"351500 EMBU DAS ARTES";-;1;-;-;5;3;-;3;2;2;10;21;35;22;15;17;15;8;-;3;162
"351510 EMBU-GUACU";1;-;2;-;1;1;-;3;2;1;1;3;3;1;3;2;1;1;6;-;32
"351512 EMILIANOPOLIS";3;4;5;4;5;3;2;2;4;3;3;2;4;-;2;1;2;2;3;2;56
"351515 ENGENHEIRO COELHO";7;13;13;27;62;76;66;121;125;148;160;128;81;73;57;41;38;22;13;3;1274
"351518 ESPIRITO SANTO DO PINHAL";9;9;13;30;49;49;63;94;168;211;323;503;471;419;341;167;93;17;6;1;3036
"351519 ESPIRITO SANTO DO TURVO";1;2;2;-;5;-;4;3;8;12;16;23;7;11;9;3;1;3;4;-;114
"351520 ESTRELA D'OESTE";44;56;63;28;35;36;20;14;12;11;6;9;6;5;2;-;3;-;1;-;351
"351535 EUCLIDES DA CUNHA PAULISTA";-;-;-;-;1;-;-;-;2;1;-;2;4;3;2;2;1;-;-;-;18
"351540 FARTURA";-;1;-;1;5;5;2;6;11;13;22;22;31;27;32;21;27;10;13;1;250
"351550 FERNANDOPOLIS";212;356;253;273;157;161;126;63;73;71;8;3;3;-;4;2;-;1;-;-;1766
"351560 FERNANDO PRESTES";1;2;2;5;6;5;8;8;4;13;8;10;13;9;9;2;5;3;2;-;115
"351565 FERNAO";-;-;-;1;1;1;-;1;-;2;5;5;2;2;-;-;3;-;-;-;23
"351570 FERRAZ DE VASCONCELOS";2;-;2;-;3;5;10;13;3;1;7;4;2;4;7;3;6;5;5;-;82
"351580 FLORA RICA";-;-;1;-;-;-;-;2;-;3;3;1;-;-;-;-;1;-;-;-;11
"351590 FLOREAL";6;11;14;15;17;17;9;9;15;13;6;1;8;6;13;5;-;5;1;-;171
"351600 FLORIDA PAULISTA";41;50;46;30;25;26;30;36;15;15;30;21;10;12;10;5;2;2;-;-;406
"351610 FLORINIA";-;-;2;-;2;-;-;2;2;2;1;-;-;-;-;-;1;-;1;-;13
"351620 FRANCA";73;97;98;95;152;143;204;226;260;312;293;312;361;254;71;55;52;60;43;10;3171
"351630 FRANCISCO MORATO";3;2;1;1;3;1;12;7;17;9;34;34;34;29;24;36;34;34;17;1;333
"351640 FRANCO DA ROCHA";1;2;5;10;14;12;41;50;41;51;46;51;53;59;58;36;58;39;39;22;688
"351650 GABRIEL MONTEIRO";16;6;22;17;14;13;9;8;8;18;26;19;11;8;6;2;4;4;1;-;212
"351660 GALIA";1;-;-;2;3;1;4;2;3;8;10;11;17;14;9;19;11;3;3;-;121
"351670 GARCA";11;17;25;18;45;25;40;56;131;182;195;272;177;135;105;45;42;24;14;-;1559
"351680 GASTAO VIDIGAL";3;10;11;18;22;18;23;11;8;6;2;9;-;1;-;-;-;-;-;-;142
"351685 GAVIAO PEIXOTO";-;1;1;1;-;1;3;5;6;10;11;10;11;6;12;9;7;7;5;1;107
"351690 GENERAL SALGADO";12;23;27;35;38;32;58;25;21;25;28;27;11;16;13;2;2;1;6;-;402
"351700 GETULINA";1;1;1;1;2;1;4;8;1;1;10;9;12;12;10;1;1;-;1;-;77
"351710 GLICERIO";37;56;22;57;25;21;30;11;19;16;14;21;6;7;11;3;9;3;4;-;372
"351720 GUAICARA";56;63;75;96;61;65;82;51;48;25;25;18;20;9;11;3;1;-;1;-;710
"351730 GUAIMBE";-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;4
"351740 GUAIRA";90;149;232;262;306;314;253;225;192;180;127;99;64;24;2;1;3;-;-;-;2523
"351750 GUAPIACU";56;57;54;37;50;56;67;61;99;72;83;107;63;62;53;50;41;68;47;13;1196
"351760 GUAPIARA";-;-;-;-;-;1;2;-;-;-;3;1;1;2;2;-;4;1;-;-;17
"351770 GUARA";1;-;-;-;1;1;1;3;-;-;1;1;-;1;-;-;-;-;-;-;10
"351780 GUARACAI";40;44;81;77;69;36;8;9;11;7;3;-;-;-;-;1;1;-;-;-;387
"351790 GUARACI";4;4;7;9;2;6;-;-;3;4;2;-;2;1;3;1;2;2;1;-;53
"351800 GUARANI D'OESTE";1;1;-;-;2;5;4;1;2;3;3;4;2;-;1;-;-;-;-;-;29
"351810 GUARANTA";-;-;-;-;-;-;1;-;1;-;-;1;1;-;1;-;-;-;-;-;5
"351820 GUARARAPES";46;73;71;98;121;118;146;164;190;129;141;138;106;101;68;54;46;38;59;43;1950
"351830 GUARAREMA";2;-;-;1;1;1;-;4;1;-;1;-;2;4;2;9;20;20;13;4;85
"351840 GUARATINGUETA";2;1;3;1;1;1;3;3;3;6;9;10;15;14;10;24;10;17;33;4;170
"351850 GUAREI";-;-;-;1;-;-;-;-;1;-;3;3;4;5;6;1;3;2;-;-;29
"351860 GUARIBA";3;4;5;1;-;3;1;6;1;-;6;1;-;3;22;48;23;11;14;2;154
"351870 GUARUJA";3;4;11;27;34;56;94;69;130;107;82;129;165;159;158;160;140;76;10;17;1631
"351880 GUARULHOS";44;65;59;75;85;113;92;114;101;202;268;267;205;214;155;172;177;134;61;8;2611
"351885 GUATAPARA";-;-;-;1;-;-;-;-;2;1;-;-;-;1;-;1;1;1;-;-;8
"351890 GUZOLANDIA";14;15;10;6;5;3;2;3;2;2;-;2;2;-;1;-;1;-;-;-;68
"351900 HERCULANDIA";-;2;2;8;5;5;5;4;1;10;8;2;-;2;1;1;3;1;1;-;61
"351905 HOLAMBRA";1;-;1;6;3;10;10;20;24;58;89;83;51;54;47;39;44;30;24;4;598
"351907 HORTOLANDIA";15;27;16;43;80;202;384;331;339;537;517;593;263;273;196;125;115;64;22;6;4148
"351910 IACANGA";5;2;4;2;-;-;-;-;2;9;13;15;8;4;-;-;1;1;-;-;66
"351920 IACRI";7;1;17;13;25;18;19;8;19;17;13;10;14;9;5;3;5;5;4;-;212
"351925 IARAS";2;-;1;9;7;8;5;11;11;10;12;22;21;26;19;14;10;14;16;3;221
"351930 IBATE";4;7;10;14;12;9;20;20;33;46;46;60;68;77;77;60;48;34;23;12;680
"351940 IBIRA";12;7;11;7;5;4;2;3;5;4;1;2;2;2;-;1;1;2;1;-;72
"351950 IBIRAREMA";-;2;2;1;2;4;14;23;23;45;26;51;50;36;30;24;10;-;-;-;343
"351960 IBITINGA";94;135;158;253;326;341;395;380;368;378;261;196;147;99;70;39;53;34;27;10;3764
"351970 IBIUNA";-;-;1;-;1;3;1;2;6;12;8;4;9;21;9;11;21;4;-;-;113
"351980 ICEM";2;1;1;4;6;8;4;8;6;-;9;6;4;1;4;2;-;3;-;-;69
"351990 IEPE";-;-;-;2;2;3;7;8;6;5;2;2;10;23;33;19;35;10;2;-;169
"352000 IGARACU DO TIETE";-;-;2;8;12;8;13;26;26;67;58;52;67;50;36;33;25;8;1;-;492
"352010 IGARAPAVA";-;1;1;3;-;-;4;1;-;2;1;4;4;2;3;6;3;-;-;-;35
"352020 IGARATA";-;-;1;1;-;-;1;1;-;1;-;1;1;-;-;-;1;1;1;-;10
"352030 IGUAPE";-;1;2;1;1;1;5;4;6;9;5;16;8;10;8;21;11;9;4;2;124
"352040 ILHABELA";3;12;4;11;8;16;19;18;20;19;26;32;14;23;6;9;33;45;8;-;326
"352042 ILHA COMPRIDA";-;-;-;-;1;-;-;1;-;1;1;4;5;1;3;2;3;3;-;-;25
"352044 ILHA SOLTEIRA";-;-;3;8;8;7;9;8;2;9;1;1;-;-;1;1;2;1;-;-;61
"352050 INDAIATUBA";99;194;214;291;469;406;795;1366;1213;360;190;257;236;223;89;92;297;191;180;53;7215
"352060 INDIANA";11;16;23;30;21;29;28;26;22;22;23;22;12;7;7;6;7;-;-;-;312
"352070 INDIAPORA";56;50;57;29;30;19;16;10;7;6;7;5;2;1;2;-;-;-;-;-;297
"352080 INUBIA PAULISTA";-;-;-;2;-;-;-;1;1;4;4;2;4;2;6;2;6;4;2;-;40
"352090 IPAUSSU";-;-;2;1;2;15;26;41;34;81;67;84;58;58;32;15;22;6;12;1;557
"352100 IPERO";-;1;-;-;2;-;1;1;3;4;2;-;-;1;1;-;1;-;-;-;17
"352110 IPEUNA";3;1;2;6;2;11;9;7;7;5;12;19;9;11;6;9;2;2;1;-;124
"352115 IPIGUA";6;5;8;16;11;16;12;7;6;22;23;23;20;19;24;9;12;11;5;-;255
"352120 IPORANGA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2
"352130 IPUA";1;4;10;24;12;16;13;15;18;15;13;34;21;14;17;6;10;7;-;-;250
"352140 IRACEMAPOLIS";2;-;3;5;10;4;18;20;35;57;60;42;56;15;14;12;3;-;-;-;356
"352150 IRAPUA";-;-;-;-;-;-;-;-;-;-;2;1;8;24;16;6;-;-;1;-;58
"352160 IRAPURU";-;5;2;3;4;-;1;3;1;-;1;1;-;1;-;1;-;1;-;-;24
"352170 ITABERA";-;2;-;3;-;4;3;1;4;1;4;7;9;2;4;3;-;1;1;-;49
"352180 ITAI";2;3;2;2;4;7;5;5;3;7;12;22;12;15;7;7;11;12;10;8;156
"352190 ITAJOBI";15;11;22;35;37;40;33;28;53;33;57;65;40;19;12;32;36;24;38;20;650
"352200 ITAJU";1;-;-;-;1;3;2;2;5;16;13;13;12;7;3;8;13;11;2;-;112
"352210 ITANHAEM";2;4;5;11;7;12;11;39;51;46;42;40;41;49;31;35;41;6;-;-;473
"352220 ITAPECERICA DA SERRA";-;-;-;-;1;1;-;1;4;4;3;8;13;7;5;5;3;3;1;-;59
"352230 ITAPETININGA";2;5;2;1;5;2;8;5;8;28;27;35;40;48;38;31;30;9;41;15;380
"352240 ITAPEVA";3;2;8;5;10;11;10;15;21;19;20;23;35;39;21;25;20;6;-;-;293
"352250 ITAPEVI";1;1;7;9;39;23;40;101;147;180;146;137;199;122;75;38;32;13;3;2;1315
"352260 ITAPIRA";8;10;13;15;21;30;17;22;38;39;45;38;44;31;52;41;42;21;15;5;547
"352265 ITAPIRAPUA PAULISTA";-;-;-;-;-;-;-;-;-;1;-;-;3;18;4;11;13;11;6;-;67
"352270 ITAPOLIS";10;18;24;22;23;29;34;53;44;50;57;66;52;49;44;47;55;49;22;4;752
"352280 ITAPORANGA";-;-;1;1;-;-;2;2;2;2;6;20;18;9;20;17;18;13;5;3;139
"352290 ITAPUI";-;-;-;1;4;5;2;7;18;24;11;14;7;21;11;16;14;7;-;-;162
"352300 ITAPURA";-;1;1;-;-;-;2;5;3;1;-;2;1;1;1;-;1;-;-;-;19
"352310 ITAQUAQUECETUBA";1;-;-;-;1;1;1;1;2;8;8;4;5;5;6;3;-;5;2;-;53
"352320 ITARARE";-;2;2;5;2;5;1;8;11;12;19;32;24;21;18;35;20;6;-;-;223
"352330 ITARIRI";-;-;-;-;-;1;1;-;1;2;2;3;3;13;4;1;-;-;-;-;31
"352340 ITATIBA";1;3;1;2;3;3;2;4;2;4;3;3;3;1;-;3;3;3;-;-;44
"352350 ITATINGA";4;1;1;12;2;4;8;3;3;4;11;24;22;38;40;20;18;18;32;10;275
"352360 ITIRAPINA";1;1;-;-;1;5;2;3;15;19;22;15;11;26;14;26;28;26;14;1;230
"352370 ITIRAPUA";1;1;-;1;2;3;2;4;-;5;5;9;7;5;4;4;-;1;1;-;55
"352380 ITOBI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352390 ITU";22;35;33;66;103;86;165;255;307;397;508;618;548;579;503;354;306;242;168;23;5318
"352400 ITUPEVA";-;2;-;3;4;4;10;14;17;33;45;33;38;39;36;32;32;16;8;-;366
"352410 ITUVERAVA";1;1;-;-;-;-;-;-;-;2;-;-;1;-;1;1;-;-;-;-;7
"352420 JABORANDI";-;-;-;1;-;1;1;-;1;-;2;-;3;-;-;-;1;-;-;-;10
"352430 JABOTICABAL";12;6;7;9;5;7;7;16;13;9;5;2;3;7;4;3;3;6;1;2;127
"352440 JACAREI";8;17;32;88;118;108;167;200;165;211;274;218;217;176;149;137;162;138;145;87;2817
"352450 JACI";19;22;14;20;9;14;6;14;14;12;10;8;10;3;-;-;-;1;-;-;176
"352460 JACUPIRANGA";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;-;-;-;4
"352470 JAGUARIUNA";29;27;54;19;62;67;187;388;559;682;635;446;443;215;151;170;138;149;145;14;4580
"352480 JALES";96;181;159;219;201;199;191;180;168;167;168;109;59;47;28;19;22;17;10;1;2241
"352490 JAMBEIRO";1;-;1;1;1;1;3;-;2;3;2;1;-;1;4;3;3;3;2;-;32
"352500 JANDIRA";-;-;-;2;-;-;-;-;4;4;-;7;3;3;-;2;1;-;-;2;28
"352510 JARDINOPOLIS";3;3;3;8;6;6;6;6;2;3;4;6;10;-;12;15;2;1;3;1;100
"352520 JARINU";1;-;1;3;2;2;7;9;8;16;40;34;37;24;17;2;8;4;3;-;218
"352530 JAU";4;4;5;3;10;18;22;32;64;108;119;170;120;33;39;27;22;10;1;-;811
"352540 JERIQUARA";-;-;-;-;-;1;2;-;-;-;-;1;2;1;1;1;2;3;1;-;15
"352550 JOANOPOLIS";-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3
"352560 JOAO RAMALHO";-;-;-;2;8;9;5;5;2;3;7;1;-;1;1;-;-;-;1;-;45
"352570 JOSE BONIFACIO";166;231;259;176;128;119;75;49;32;26;29;24;22;13;9;12;5;9;2;-;1386
"352580 JULIO MESQUITA";7;6;19;20;3;1;-;2;-;-;1;1;1;-;2;3;-;-;-;-;66
"352585 JUMIRIM";-;-;-;-;2;2;-;-;-;-;-;-;-;-;1;-;1;1;-;-;7
"352590 JUNDIAI";20;33;44;50;41;67;95;139;162;288;342;593;726;742;564;544;572;491;106;1;5620
"352600 JUNQUEIROPOLIS";2;3;5;9;8;4;13;15;10;17;23;20;26;20;21;8;15;19;7;3;248
"352610 JUQUIA";-;-;-;-;-;-;3;5;2;1;1;-;-;1;-;-;-;-;-;-;13
"352630 LAGOINHA";-;-;-;-;-;1;1;1;-;-;-;1;-;1;-;-;-;-;-;-;5
"352640 LARANJAL PAULISTA";24;26;34;35;35;26;41;46;51;56;83;76;47;56;45;24;45;12;19;12;793
"352650 LAVINIA";1;4;4;-;-;-;1;2;5;5;2;2;6;20;16;1;-;-;-;-;69
"352660 LAVRINHAS";-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;4
"352670 LEME";78;119;154;245;296;238;283;312;378;476;489;75;11;8;4;-;2;-;2;-;3170
"352680 LENCOIS PAULISTA";8;13;7;6;11;19;26;30;31;62;75;103;115;139;144;114;134;85;79;10;1211
"352690 LIMEIRA";12;20;23;45;67;68;93;187;214;241;300;93;29;63;30;12;11;4;8;2;1522
"352700 LINDOIA";-;-;-;1;-;-;-;-;-;3;-;-;2;-;-;3;3;-;-;1;13
